1,-0.19020909230769242,-0.44728441750000003,0.592365,-0.402832,0.597168,0.597168,-0.765625,-0.383789,0.302246,-0.79541,-0.939453,-0.79541,1.14404,0.105469,1.14404,-0.6865671641791045,-0.8592750533049041,-0.9530916844349681,-1.070362473347548,-1.1577825159914712,-0.8400852878464818,-0.7526652452025586,-0.7761194029850746,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,-2.0,-1.0,-1.0,-72.0,-85.0,-98.0,-92.0,-107.0,-62.0,-95.0,-88.0,61.0,63.0,60.0,112.0,102.0,70.0,76.0,60.0,2.035456730769231,-14.964567307692306,-23.923706730769233,0.6875,-4.0,-4.0,1.9375,-0.4375,-4.0,-95.0625,-189.063,-95.0625,103.0,173.188,103.0,-0.2000210163461538,0.25305938596153854,-0.48217719230769224,-0.0751953,-0.444275,-0.444275,-0.019104,0.455688,-0.670227,-0.532043,-0.280762,-0.532043,-0.0136719,0.457947,-0.0136719
1,0.07781593124999991,-0.19342805539062496,0.4959411750546873,-0.173828,0.636719,0.636719,-0.719727,-0.368652,0.633789,-0.842285,-0.579102,-0.842285,1.51172,0.398926,1.51172,-0.5891980360065466,-0.9541734860883797,-0.9623567921440261,-1.4451718494271686,-1.1112929623567922,-0.8150572831423896,-0.7135842880523732,-0.855973813420622,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-125.0,-96.0,-104.0,-116.0,-101.0,-62.0,-97.0,-66.0,127.0,69.0,97.0,119.0,115.0,58.0,123.0,65.0,0.7368203124999999,-27.280804687499998,-20.281281250000003,-2.3125,-5.5,-5.5,1.75,-19.4375,-11.875,-55.875,-242.938,-55.875,144.75,275.75,144.75,-0.1678361936953125,-0.11143448515625001,0.044726852068749996,-0.228149,0.129333,0.129333,-0.263062,0.328796,0.146057,-0.265686,-0.705811,-0.265686,0.0090332,0.345825,0.0090332
1,0.1593261611428571,-0.22224817214285733,0.4868024899285717,-0.115234,0.663574,0.663574,-0.115234,-0.415039,0.701172,-0.782715,-0.678223,-0.782715,1.10107,0.227539,1.10107,-0.7447988904299584,-0.8654646324549237,-0.9181692094313454,-1.0027739251040222,-0.8862690707350902,-0.8155339805825242,-0.7656033287101248,-0.782246879334258,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-2.0,-1.0,-1.0,-1.0,-1.0,-102.0,-109.0,-93.0,-118.0,-88.0,-90.0,-105.0,-73.0,89.0,85.0,90.0,104.0,73.0,74.0,112.0,64.0,-0.17901785714285715,-20.525925,-19.197778571428575,-2.625,-5.5,-5.5,-3.6875,-2.5,-11.375,-43.125,-225.188,-43.125,75.625,191.813,75.625,-0.1807033142857144,-0.17609385199999994,0.09341258314285719,-0.236572,0.181213,0.181213,-0.294312,-0.71106,-0.100098,-0.294495,-0.71106,-0.294495,-0.0256958,0.320251,-0.0256958
1,0.04677287618181819,-0.327104045727273,0.582510632727273,-0.260742,0.678223,0.678223,-0.662598,-0.44873,0.0644531,-0.696289,-0.628906,-0.696289,1.14941,0.205078,1.14941,-0.6729776247848537,-0.9156626506024096,-0.891566265060241,-0.9518072289156626,-0.8812392426850258,-0.8072289156626506,-0.8364888123924269,-0.7676419965576592,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-1.0,0.0,-1.0,-1.0,0.0,-108.0,-99.0,-60.0,-92.0,-72.0,-33.0,-106.0,-75.0,70.0,94.0,61.0,81.0,73.0,28.0,103.0,68.0,4.0068363636363635,-29.563113636363642,-21.721609090909094,-1.3125,-9.375,-9.375,-1.6875,-5.5,-4.875,-48.8125,-181.813,-48.8125,143.375,183.75,143.375,-0.2142017555545455,-0.09390591654545453,0.10525903245454547,-0.260376,0.165222,0.165222,-0.30542,0.27771,0.203308,-0.307068,-0.669006,-0.307068,0.015625,0.27771,0.015625
1,-0.20498362044198887,-0.09781811141988954,0.657488237569061,-0.577148,0.654297,0.654297,-0.794922,-0.137207,0.657227,-0.975586,-0.513672,-0.975586,1.396,0.518555,1.396,-0.17106652587117213,-0.6842661034846885,-0.8606124604012672,-0.8901795142555439,-0.8996832101372756,-0.8025343189017952,-0.7254487856388595,-0.7180570221752904,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-128.0,-88.0,-62.0,-128.0,-87.0,-70.0,-99.0,-118.0,127.0,87.0,94.0,109.0,77.0,68.0,79.0,100.0,-1.5939254143646409,-2.3483977900552464,-2.898494475138121,-0.375,-1.4375,-1.4375,-0.0625,0.625,-3.25,-117.375,-239.0,-117.375,126.0,305.313,126.0,-0.008141928674033122,0.1455104780662983,-0.5968125524861877,0.189392,-0.543335,-0.543335,0.199402,0.379333,-0.541077,-0.440308,-0.340149,-0.440308,0.245911,0.382507,0.245911
1,-0.11891598495575233,-0.4286332085840707,0.5921987610619467,-0.394531,0.61084,0.61084,-0.745605,-0.376953,0.61084,-0.775391,-0.879883,-0.775391,1.17041,0.0131836,1.17041,-0.7635009310986964,-1.0186219739292366,-0.8938547486033519,-1.722532588454376,-1.091247672253259,-0.9087523277467412,-0.9441340782122905,-0.7970204841713222,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0,0.0,0.0,-1.0,0.0,-1.0,-75.0,-96.0,-72.0,-128.0,-124.0,-95.0,-90.0,-104.0,100.0,84.0,116.0,127.0,120.0,83.0,116.0,67.0,-2.480088495575221,-12.76163716814159,-22.203008849557524,-3.4375,-3.25,-3.25,-17.5,1.0625,-10.9375,-72.25,-175.0,-72.25,87.3125,180.0,87.3125,-0.21538709530973454,0.21722086628318593,-0.4872576991150442,-0.109436,-0.447632,-0.447632,-0.0178223,-0.282898,-0.375366,-0.531128,-0.284058,-0.531128,-0.00299072,0.448547,-0.00299072
1,0.06961051696428582,-0.20384434303571428,0.5235029283928571,-0.239746,0.647949,0.647949,-0.779297,-0.433105,0.0576172,-0.812988,-0.504395,-0.812988,1.22949,0.178711,1.22949,-0.0260707635009311,-0.8957169459962756,-0.8919925512104283,-1.089385474860335,-0.9422718808193669,-0.8342644320297952,-0.659217877094972,-0.7262569832402235,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,0.0,0.0,-1.0,0.0,-128.0,-95.0,-72.0,-111.0,-88.0,-57.0,-122.0,-82.0,127.0,85.0,71.0,124.0,86.0,54.0,127.0,102.0,-3.6534598214285716,-29.268450892857146,-19.671339285714282,-3.1875,-4.3125,-4.3125,-8.125,4.5625,-53.1875,-55.3125,-268.813,-55.3125,87.8125,221.0,87.8125,-0.16398239741071433,-0.11335105624999998,0.14027676857142854,-0.210999,0.223816,0.223816,-0.265442,0.327454,0.276794,-0.267151,-0.703186,-0.267151,-0.00842285,0.332214,-0.00842285
1,0.055153733333333406,-0.20874689279279268,0.5398455162072071,-0.276855,0.667969,0.667969,-0.72998,-0.362305,0.0166016,-0.827148,-0.559082,-0.827148,1.25391,0.367676,1.25391,-0.1834862385321101,-0.8366972477064221,-0.8385321100917431,-1.1889908256880735,-0.9064220183486239,-0.7321100917431193,-0.5045871559633027,-0.5651376146788991,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,-2.0,-118.0,-89.0,-113.0,-110.0,-95.0,-58.0,-105.0,-114.0,127.0,96.0,93.0,121.0,93.0,68.0,112.0,100.0,3.616554054054054,-29.15148648648649,-20.71850450450451,-1.8125,-4.875,-4.875,-7.125,-9.375,-12.5,-37.75,-266.0,-37.75,88.1875,223.563,88.1875,-0.1639151373945945,-0.10489135891891892,0.10178303108108107,-0.234192,0.188599,0.188599,-0.258972,-0.696838,-0.0765381,-0.265076,-0.696838,-0.265076,0.0125732,0.341309,0.0125732
1,-0.04306313361344534,-0.23034973453781515,0.5028107680672271,-0.358887,0.572266,0.572266,0.962891,-0.285156,0.0390625,-0.904297,-0.612305,-0.904297,1.34033,0.251465,1.34033,-0.5716535433070866,-0.7968503937007874,-0.8771653543307086,-1.206299212598425,-1.2598425196850394,-0.8204724409448819,-0.3653543307086614,-0.6881889763779527,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-2.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-108.0,-89.0,-83.0,-87.0,-108.0,-58.0,-121.0,-100.0,107.0,87.0,69.0,118.0,127.0,53.0,124.0,92.0,6.045168067226891,-25.083,-17.59664705882353,0.5625,-2.3125,-2.3125,1.5,-9.125,-8.5,-52.625,-322.688,-52.625,79.4375,206.938,79.4375,-0.18287982260504201,-0.051778829999999956,0.14325157100840336,-0.265137,0.210388,0.210388,-0.282471,-0.698303,0.260742,-0.284363,-0.698364,-0.284363,0.0370483,0.38092,0.0370483
1,-0.2695419866666666,-0.46108946444444443,0.6458007888888888,-0.459473,0.634766,0.634766,-0.738281,-0.422363,0.619629,-0.784668,-0.89502,-0.784668,1.1499,-0.0136719,1.1499,-0.6903073286052009,-0.8747044917257684,-0.7446808510638298,-1.2553191489361701,-1.1394799054373523,-0.8274231678486997,-0.7659574468085106,-0.6903073286052009,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-3.0,3.0,3.0,1.0,1.0,-1.0,-1.0,-77.0,-88.0,-107.0,-108.0,-111.0,-43.0,-87.0,-82.0,71.0,69.0,82.0,108.0,118.0,54.0,88.0,93.0,-0.8631999999999999,-14.000722222222223,-23.943094444444448,-0.5,-9.4375,-9.4375,-6.3125,-55.8125,-4.625,-102.938,-195.438,-102.938,107.313,244.438,107.313,-0.16447484977777777,0.2829521533333333,-0.45714785555555565,-0.046875,-0.406616,-0.406616,-0.0211182,0.43396,-0.677734,-0.521851,-0.256409,-0.521851,-0.00439453,0.442383,-0.00439453
